csv_path,window_index,start_row,end_row_exclusive,predicted_label,predicted_label_name,prob_authentic,prob_modified_altitude,prob_modified_speed,prob_modified_position
/Users/alexbanados/Documents/ADSB/betatesting/betatesting_data/beta_ilo_ready/iloauth/auth_ilo_3f9f05af.csv,0,0,128,0,authentic,0.9573647379875183,0.0012964470079168677,0.0012503918260335922,0.040088336914777756
/Users/alexbanados/Documents/ADSB/betatesting/betatesting_data/beta_ilo_ready/iloauth/auth_ilo_3f9f05af.csv,1,16,144,0,authentic,0.96560138463974,0.0021236534230411053,0.002807480515912175,0.02946750819683075
/Users/alexbanados/Documents/ADSB/betatesting/betatesting_data/beta_ilo_ready/iloauth/auth_ilo_3f9f05af.csv,2,32,160,0,authentic,0.8903100490570068,0.041463837027549744,0.042777061462402344,0.02544909343123436
/Users/alexbanados/Documents/ADSB/betatesting/betatesting_data/beta_ilo_ready/iloauth/auth_ilo_3f9f05af.csv,3,48,176,0,authentic,0.9453420639038086,0.021828610450029373,0.018793988972902298,0.014035364612936974
/Users/alexbanados/Documents/ADSB/betatesting/betatesting_data/beta_ilo_ready/iloauth/auth_ilo_3f9f05af.csv,4,64,192,0,authentic,0.8925833106040955,0.043714046478271484,0.029393654316663742,0.03430893272161484
/Users/alexbanados/Documents/ADSB/betatesting/betatesting_data/beta_ilo_ready/iloauth/auth_ilo_3f9f05af.csv,5,80,208,0,authentic,0.7816223502159119,0.09011032432317734,0.05537286028265953,0.07289449125528336
/Users/alexbanados/Documents/ADSB/betatesting/betatesting_data/beta_ilo_ready/iloauth/auth_ilo_3f9f05af.csv,6,96,224,0,authentic,0.802155077457428,0.08302174508571625,0.04089166224002838,0.07393153756856918
/Users/alexbanados/Documents/ADSB/betatesting/betatesting_data/beta_ilo_ready/iloauth/auth_ilo_3f9f05af.csv,7,112,240,0,authentic,0.9047921895980835,0.034459520131349564,0.017132194712758064,0.043616097420454025
/Users/alexbanados/Documents/ADSB/betatesting/betatesting_data/beta_ilo_ready/iloauth/auth_ilo_3f9f05af.csv,8,128,256,0,authentic,0.9730823636054993,0.004351038485765457,0.002932666102424264,0.01963391900062561
/Users/alexbanados/Documents/ADSB/betatesting/betatesting_data/beta_ilo_ready/iloauth/auth_ilo_3f9f05af.csv,9,144,272,0,authentic,0.9119293689727783,0.013340676203370094,0.008737077005207539,0.06599284708499908
/Users/alexbanados/Documents/ADSB/betatesting/betatesting_data/beta_ilo_ready/iloauth/auth_ilo_3f9f05af.csv,10,160,288,0,authentic,0.6769297122955322,0.0025872059632092714,0.0011274212738499045,0.31935569643974304
/Users/alexbanados/Documents/ADSB/betatesting/betatesting_data/beta_ilo_ready/iloauth/auth_ilo_3f9f05af.csv,11,176,304,0,authentic,0.7378523349761963,0.004373073112219572,0.0010064189555123448,0.2567681670188904
/Users/alexbanados/Documents/ADSB/betatesting/betatesting_data/beta_ilo_ready/iloauth/auth_ilo_3f9f05af.csv,12,192,320,0,authentic,0.5972118973731995,0.004306167364120483,0.0008371432777494192,0.3976447284221649
/Users/alexbanados/Documents/ADSB/betatesting/betatesting_data/beta_ilo_ready/iloauth/auth_ilo_3f9f05af.csv,13,208,336,0,authentic,0.9486270546913147,0.004043967463076115,0.0007249383488669991,0.04660414904356003
/Users/alexbanados/Documents/ADSB/betatesting/betatesting_data/beta_ilo_ready/iloauth/auth_ilo_3f9f05af.csv,14,224,352,0,authentic,0.9242677092552185,0.0011333569418638945,0.0002227388322353363,0.07437625527381897
/Users/alexbanados/Documents/ADSB/betatesting/betatesting_data/beta_ilo_ready/iloauth/auth_ilo_3f9f05af.csv,15,240,368,0,authentic,0.9346556663513184,0.007774333003908396,0.0021456198301166296,0.055424515157938004
/Users/alexbanados/Documents/ADSB/betatesting/betatesting_data/beta_ilo_ready/iloauth/auth_ilo_3f9f05af.csv,16,256,384,0,authentic,0.7756755352020264,0.14845387637615204,0.011751196347177029,0.06411944329738617
/Users/alexbanados/Documents/ADSB/betatesting/betatesting_data/beta_ilo_ready/iloauth/auth_ilo_3f9f05af.csv,17,272,400,0,authentic,0.8144835233688354,0.1435069590806961,0.01809982769191265,0.02390962652862072
/Users/alexbanados/Documents/ADSB/betatesting/betatesting_data/beta_ilo_ready/iloauth/auth_ilo_3f9f05af.csv,18,288,416,0,authentic,0.8964016437530518,0.0754481703042984,0.013541921973228455,0.014608235098421574
