csv_path,window_index,start_row,end_row_exclusive,predicted_label,predicted_label_name,prob_authentic,prob_modified_altitude,prob_modified_speed,prob_modified_position
/Users/alexbanados/Documents/ADSB/betatesting/betatesting_data/beta_ilo_ready/ilopos/modpos_ilo_3f9f05af.csv,0,0,128,3,modified_position,0.17544719576835632,0.02672986499965191,0.0014657665742561221,0.7963571548461914
/Users/alexbanados/Documents/ADSB/betatesting/betatesting_data/beta_ilo_ready/ilopos/modpos_ilo_3f9f05af.csv,1,16,144,3,modified_position,3.6738018561103907e-16,8.300275397554735e-12,1.49604686917559e-19,1.0
/Users/alexbanados/Documents/ADSB/betatesting/betatesting_data/beta_ilo_ready/ilopos/modpos_ilo_3f9f05af.csv,2,32,160,3,modified_position,5.682451634782563e-19,3.677955970381522e-14,1.4651341936536876e-22,1.0
/Users/alexbanados/Documents/ADSB/betatesting/betatesting_data/beta_ilo_ready/ilopos/modpos_ilo_3f9f05af.csv,3,48,176,3,modified_position,8.405105764255314e-19,3.444874526153767e-14,1.7635111753960554e-22,1.0
/Users/alexbanados/Documents/ADSB/betatesting/betatesting_data/beta_ilo_ready/ilopos/modpos_ilo_3f9f05af.csv,4,64,192,3,modified_position,1.0099043962756852e-18,3.4880552493652545e-14,1.8433348113267937e-22,1.0
/Users/alexbanados/Documents/ADSB/betatesting/betatesting_data/beta_ilo_ready/ilopos/modpos_ilo_3f9f05af.csv,5,80,208,3,modified_position,1.9722109330992968e-19,5.7625544520347165e-15,2.839793866978705e-23,1.0
/Users/alexbanados/Documents/ADSB/betatesting/betatesting_data/beta_ilo_ready/ilopos/modpos_ilo_3f9f05af.csv,6,96,224,3,modified_position,2.9661898019872576e-19,1.1159940295013895e-14,4.901766148244061e-23,1.0
/Users/alexbanados/Documents/ADSB/betatesting/betatesting_data/beta_ilo_ready/ilopos/modpos_ilo_3f9f05af.csv,7,112,240,3,modified_position,1.3661998306285604e-18,2.3787241504335567e-14,5.192449590458862e-22,1.0
/Users/alexbanados/Documents/ADSB/betatesting/betatesting_data/beta_ilo_ready/ilopos/modpos_ilo_3f9f05af.csv,8,128,256,3,modified_position,3.486345936877695e-14,1.961393547578183e-10,1.0176398088611994e-16,1.0
/Users/alexbanados/Documents/ADSB/betatesting/betatesting_data/beta_ilo_ready/ilopos/modpos_ilo_3f9f05af.csv,9,144,272,0,authentic,0.82880038022995,0.08455488085746765,0.05599093809723854,0.030653715133666992
/Users/alexbanados/Documents/ADSB/betatesting/betatesting_data/beta_ilo_ready/ilopos/modpos_ilo_3f9f05af.csv,10,160,288,0,authentic,0.9047216176986694,0.041803453117609024,0.02986198477447033,0.02361297234892845
/Users/alexbanados/Documents/ADSB/betatesting/betatesting_data/beta_ilo_ready/ilopos/modpos_ilo_3f9f05af.csv,11,176,304,0,authentic,0.9771841764450073,0.009574176743626595,0.00586096104234457,0.007380690425634384
/Users/alexbanados/Documents/ADSB/betatesting/betatesting_data/beta_ilo_ready/ilopos/modpos_ilo_3f9f05af.csv,12,192,320,0,authentic,0.9221959114074707,0.033247146755456924,0.02167520672082901,0.022881800308823586
/Users/alexbanados/Documents/ADSB/betatesting/betatesting_data/beta_ilo_ready/ilopos/modpos_ilo_3f9f05af.csv,13,208,336,0,authentic,0.9924473762512207,0.0024683210067451,0.0010194139322265983,0.004064889159053564
/Users/alexbanados/Documents/ADSB/betatesting/betatesting_data/beta_ilo_ready/ilopos/modpos_ilo_3f9f05af.csv,14,224,352,0,authentic,0.9936274886131287,0.002246289746835828,0.0007402135524898767,0.0033860066905617714
/Users/alexbanados/Documents/ADSB/betatesting/betatesting_data/beta_ilo_ready/ilopos/modpos_ilo_3f9f05af.csv,15,240,368,0,authentic,0.9946302175521851,0.0013832699041813612,0.0006755201029591262,0.003311013337224722
/Users/alexbanados/Documents/ADSB/betatesting/betatesting_data/beta_ilo_ready/ilopos/modpos_ilo_3f9f05af.csv,16,256,384,0,authentic,0.9927526712417603,0.002200465649366379,0.0010983044048771262,0.003948539029806852
/Users/alexbanados/Documents/ADSB/betatesting/betatesting_data/beta_ilo_ready/ilopos/modpos_ilo_3f9f05af.csv,17,272,400,0,authentic,0.9930599927902222,0.0018826446030288935,0.0007653326611034572,0.00429209740832448
/Users/alexbanados/Documents/ADSB/betatesting/betatesting_data/beta_ilo_ready/ilopos/modpos_ilo_3f9f05af.csv,18,288,416,0,authentic,0.9958557486534119,0.0012392058270052075,0.000508890429046005,0.00239615049213171
