csv_path,status,rows,window_count,true_label,true_label_name,predicted_label,predicted_label_name,score,correct_if_labeled,authentic_score_mean,authentic_score_max,modified_altitude_score_max,modified_speed_score_max,modified_position_score_max,error
betatesting_data/beta_ceb_auth/A21N_3f8b85eb_RPLL_to_RPVM.csv,ok,318,12,0,authentic,0,authentic,0.9896418452262878,True,0.8921058177947998,0.9896418452262878,0.10561168938875198,0.07205897569656372,0.08177881687879562,
betatesting_data/beta_ceb_auth/A21N_3f8f694c_RPLL_to_RPVM.csv,ok,321,13,0,authentic,0,authentic,0.9372342228889465,True,0.7058301568031311,0.9372342228889465,0.165382981300354,0.7555471658706665,0.12233738601207733,
betatesting_data/beta_ceb_auth/A21N_3f936b43_RPLL_to_RPVM.csv,ok,328,13,0,authentic,0,authentic,0.9880118370056152,True,0.8645896911621094,0.9880118370056152,0.15509635210037231,0.12241461873054504,0.24877244234085083,
betatesting_data/beta_ceb_auth/A21N_3f97ce6c_RPLL_to_RPVM.csv,ok,293,11,0,authentic,0,authentic,0.980882465839386,True,0.7424343228340149,0.980882465839386,0.21916835010051727,0.237835094332695,0.23840324580669403,
betatesting_data/beta_ceb_auth/A21N_3f9befbb_RPLL_to_RPVM.csv,ok,351,14,0,authentic,0,authentic,0.9866074323654175,True,0.7913050055503845,0.9866074323654175,0.32156887650489807,0.22214847803115845,0.2361963838338852,
betatesting_data/beta_ceb_auth/A321_3f9bbb4a_RPLL_to_RPVM.csv,ok,342,14,0,authentic,0,authentic,0.980577290058136,True,0.7778523564338684,0.980577290058136,0.2602843642234802,0.2409348487854004,0.5144199132919312,
betatesting_data/beta_ceb_modalt/modalt_A21N_3f8b85eb_RPLL_to_RPVM.csv,ok,318,12,1,modified_altitude,1,modified_altitude,0.9999997615814209,True,0.40756475925445557,0.9896418452262878,0.9999997615814209,0.039916954934597015,0.016232753172516823,
betatesting_data/beta_ceb_modalt/modalt_A21N_3f8f694c_RPLL_to_RPVM.csv,ok,321,13,1,modified_altitude,1,modified_altitude,1.0,True,0.1899605691432953,0.9372342228889465,1.0,0.7555471658706665,0.05878062918782234,
betatesting_data/beta_ceb_modalt/modalt_A21N_3f936b43_RPLL_to_RPVM.csv,ok,328,13,1,modified_altitude,0,authentic,0.9880118370056152,False,0.6306666135787964,0.9880118370056152,0.13596852123737335,0.9494450688362122,0.5309550166130066,
betatesting_data/beta_ceb_modalt/modalt_A21N_3f97ce6c_RPLL_to_RPVM.csv,ok,293,11,1,modified_altitude,1,modified_altitude,1.0,True,0.3407949209213257,0.980882465839386,1.0,0.02343635819852352,0.023894725367426872,
betatesting_data/beta_ceb_modalt/modalt_A21N_3f9befbb_RPLL_to_RPVM.csv,ok,351,14,1,modified_altitude,1,modified_altitude,0.9864581227302551,True,0.35114485025405884,0.8858060836791992,0.9864581227302551,0.22227898240089417,0.23629498481750488,
