csv_path,window_index,start_row,end_row_exclusive,predicted_label,predicted_label_name,prob_authentic,prob_modified_altitude,prob_modified_speed,prob_modified_position
/Users/alexbanados/Documents/ADSB/betatesting/betatesting_data/beta_pps_ready/ppspos/modpos_pps_3f9c3e07.csv,0,0,128,0,authentic,0.9756438732147217,0.009865595027804375,0.005531791131943464,0.008958750404417515
/Users/alexbanados/Documents/ADSB/betatesting/betatesting_data/beta_pps_ready/ppspos/modpos_pps_3f9c3e07.csv,1,16,144,3,modified_position,3.7570369038064655e-09,1.9629503578144636e-10,1.5955448073867728e-10,1.0
/Users/alexbanados/Documents/ADSB/betatesting/betatesting_data/beta_pps_ready/ppspos/modpos_pps_3f9c3e07.csv,2,32,160,3,modified_position,3.585762131663728e-09,2.020311140604747e-10,1.5526765984041901e-10,1.0
/Users/alexbanados/Documents/ADSB/betatesting/betatesting_data/beta_pps_ready/ppspos/modpos_pps_3f9c3e07.csv,3,48,176,3,modified_position,7.912746902150047e-09,6.185165712935259e-10,4.337396830589313e-10,1.0
/Users/alexbanados/Documents/ADSB/betatesting/betatesting_data/beta_pps_ready/ppspos/modpos_pps_3f9c3e07.csv,4,64,192,3,modified_position,1.2726531828377574e-08,9.555082280954252e-10,6.098711535784673e-10,1.0
/Users/alexbanados/Documents/ADSB/betatesting/betatesting_data/beta_pps_ready/ppspos/modpos_pps_3f9c3e07.csv,5,80,208,3,modified_position,1.4647282498003733e-08,1.0347224188578252e-09,6.506226113422997e-10,1.0
/Users/alexbanados/Documents/ADSB/betatesting/betatesting_data/beta_pps_ready/ppspos/modpos_pps_3f9c3e07.csv,6,96,224,3,modified_position,1.408365513100307e-08,1.0100785763356157e-09,7.70005892380965e-10,1.0
/Users/alexbanados/Documents/ADSB/betatesting/betatesting_data/beta_pps_ready/ppspos/modpos_pps_3f9c3e07.csv,7,112,240,3,modified_position,2.9536110446315433e-08,2.1606310074417934e-09,1.4390268976427478e-09,1.0
/Users/alexbanados/Documents/ADSB/betatesting/betatesting_data/beta_pps_ready/ppspos/modpos_pps_3f9c3e07.csv,8,128,256,3,modified_position,0.00012493507529143244,1.8711230950430036e-05,4.869669737672666e-06,0.9998515248298645
/Users/alexbanados/Documents/ADSB/betatesting/betatesting_data/beta_pps_ready/ppspos/modpos_pps_3f9c3e07.csv,9,144,272,0,authentic,0.9772688746452332,0.007428329903632402,0.006876997649669647,0.008425773121416569
/Users/alexbanados/Documents/ADSB/betatesting/betatesting_data/beta_pps_ready/ppspos/modpos_pps_3f9c3e07.csv,10,160,288,0,authentic,0.982543408870697,0.005411528516560793,0.005311528220772743,0.006733449175953865
/Users/alexbanados/Documents/ADSB/betatesting/betatesting_data/beta_pps_ready/ppspos/modpos_pps_3f9c3e07.csv,11,176,304,0,authentic,0.9912885427474976,0.0029253039974719286,0.00235569104552269,0.0034304519649595022
/Users/alexbanados/Documents/ADSB/betatesting/betatesting_data/beta_pps_ready/ppspos/modpos_pps_3f9c3e07.csv,12,192,320,0,authentic,0.9911296367645264,0.002999777439981699,0.0023935146164149046,0.003477130550891161
/Users/alexbanados/Documents/ADSB/betatesting/betatesting_data/beta_pps_ready/ppspos/modpos_pps_3f9c3e07.csv,13,208,336,0,authentic,0.9900957345962524,0.003240081248804927,0.0028729327023029327,0.0037911394611001015
/Users/alexbanados/Documents/ADSB/betatesting/betatesting_data/beta_pps_ready/ppspos/modpos_pps_3f9c3e07.csv,14,224,352,0,authentic,0.9895579218864441,0.0038541636895388365,0.002799101173877716,0.0037888905499130487
/Users/alexbanados/Documents/ADSB/betatesting/betatesting_data/beta_pps_ready/ppspos/modpos_pps_3f9c3e07.csv,15,240,368,0,authentic,0.9903121590614319,0.0037813656963407993,0.0027321355883032084,0.0031743221916258335
/Users/alexbanados/Documents/ADSB/betatesting/betatesting_data/beta_pps_ready/ppspos/modpos_pps_3f9c3e07.csv,16,256,384,0,authentic,0.976109504699707,0.009587852284312248,0.005540953483432531,0.008761720731854439
/Users/alexbanados/Documents/ADSB/betatesting/betatesting_data/beta_pps_ready/ppspos/modpos_pps_3f9c3e07.csv,17,272,400,0,authentic,0.9676805734634399,0.014101277105510235,0.006915565580129623,0.011302568949759007
