csv_path,status,rows,window_count,true_label,true_label_name,predicted_label,predicted_label_name,score,correct_if_labeled,authentic_score_mean,authentic_score_max,modified_altitude_score_max,modified_speed_score_max,modified_position_score_max,error
betatesting_data/beta_ceb_auth/A21N_3f8b85eb_RPLL_to_RPVM.csv,ok,318,12,0,authentic,0,authentic,0.9949674606323242,True,0.9187420010566711,0.9949674606323242,0.07006853073835373,0.056379638612270355,0.10940273106098175,
betatesting_data/beta_ceb_auth/A21N_3f8f694c_RPLL_to_RPVM.csv,ok,321,13,0,authentic,0,authentic,0.9679211974143982,True,0.8797171711921692,0.9679211974143982,0.062404029071331024,0.08357739448547363,0.1075160875916481,
betatesting_data/beta_ceb_auth/A21N_3f936b43_RPLL_to_RPVM.csv,ok,328,13,0,authentic,0,authentic,0.9948122501373291,True,0.8770907521247864,0.9948122501373291,0.11472015082836151,0.10064903646707535,0.08051135390996933,
betatesting_data/beta_ceb_auth/A21N_3f97ce6c_RPLL_to_RPVM.csv,ok,293,11,0,authentic,0,authentic,0.9801729321479797,True,0.8490170836448669,0.9801729321479797,0.11324714124202728,0.11616308987140656,0.07916252315044403,
betatesting_data/beta_ceb_auth/A21N_3f9befbb_RPLL_to_RPVM.csv,ok,351,14,0,authentic,0,authentic,0.9951871633529663,True,0.9109033346176147,0.9951871633529663,0.07433242350816727,0.05226176604628563,0.17289648950099945,
betatesting_data/beta_ceb_auth/A321_3f9bbb4a_RPLL_to_RPVM.csv,ok,342,14,0,authentic,0,authentic,0.9931657910346985,True,0.906096339225769,0.9931657910346985,0.11874119192361832,0.0740412175655365,0.10617011785507202,
betatesting_data/beta_ceb_modalt/modalt_A21N_3f8b85eb_RPLL_to_RPVM.csv,ok,318,12,1,modified_altitude,1,modified_altitude,1.0,True,0.40721336007118225,0.9949674606323242,1.0,0.012446840293705463,0.060454677790403366,
betatesting_data/beta_ceb_modalt/modalt_A21N_3f8f694c_RPLL_to_RPVM.csv,ok,321,13,1,modified_altitude,1,modified_altitude,1.0,True,0.2784583568572998,0.9679211974143982,1.0,0.0735698938369751,0.03088008426129818,
betatesting_data/beta_ceb_modalt/modalt_A21N_3f936b43_RPLL_to_RPVM.csv,ok,328,13,1,modified_altitude,0,authentic,0.9948122501373291,False,0.7519463300704956,0.9948122501373291,0.5373198986053467,0.17453743517398834,0.08051135390996933,
betatesting_data/beta_ceb_modalt/modalt_A21N_3f97ce6c_RPLL_to_RPVM.csv,ok,293,11,1,modified_altitude,1,modified_altitude,1.0,True,0.3467223644256592,0.9801729321479797,1.0,0.024338677525520325,0.04989267513155937,
