csv_path,status,rows,window_count,true_label,true_label_name,predicted_label,predicted_label_name,score,correct_if_labeled,authentic_score_mean,authentic_score_max,modified_altitude_score_max,modified_speed_score_max,modified_position_score_max,error
poison/poisdvo/datapoisdvopar/poisalt_dvo_3e370e18.csv,ok,482,23,1,modified_altitude,1,modified_altitude,1.0,True,0.6375016570091248,0.9956039190292358,1.0,0.031684380024671555,0.029217399656772614,
poison/poisdvo/datapoisdvopar/poisalt_dvo_3e391fa0.csv,ok,474,22,1,modified_altitude,0,authentic,0.9992036819458008,False,0.7496715188026428,0.9992036819458008,0.8939384818077087,0.11345568299293518,0.13941510021686554,
poison/poisdvo/datapoisdvopar/poisalt_dvo_3e3d863f.csv,ok,342,14,1,modified_altitude,1,modified_altitude,1.0,True,0.3542262613773346,0.9945127367973328,1.0,0.004893122240900993,0.003947308752685785,
poison/poisdvo/datapoisdvopar/poisalt_dvo_3e46c5fa.csv,ok,329,13,1,modified_altitude,0,authentic,0.9893559217453003,False,0.7548583149909973,0.9893559217453003,0.04654645174741745,0.027953358367085457,0.7791721820831299,
poison/poisdvo/datapoisdvopar/poisalt_dvo_3e4760d4.csv,ok,428,19,1,modified_altitude,1,modified_altitude,1.0,True,0.5096278190612793,0.997306227684021,1.0,0.06857504695653915,0.037055306136608124,
poison/poisdvo/datapoisdvopar/poisalt_dvo_3e47d77e.csv,ok,337,14,1,modified_altitude,1,modified_altitude,1.0,True,0.42762210965156555,0.9974017143249512,1.0,0.008806528523564339,0.018063751980662346,
poison/poisdvo/datapoisdvopar/poisalt_dvo_3e4a8242.csv,ok,472,22,1,modified_altitude,1,modified_altitude,1.0,True,0.6223389506340027,0.9999738931655884,1.0,0.020069118589162827,0.02236715517938137,
poison/poisdvo/datapoisdvopar/poisalt_dvo_3e4d4177.csv,ok,352,15,1,modified_altitude,1,modified_altitude,1.0,True,0.44916296005249023,0.9949211478233337,1.0,0.031256888061761856,0.02875148132443428,
poison/poisdvo/datapoisdvopar/poisalt_dvo_3e4fdc93.csv,ok,425,19,1,modified_altitude,1,modified_altitude,1.0,True,0.46791163086891174,0.9966585636138916,1.0,0.007538504898548126,0.009823805652558804,
poison/poisdvo/datapoisdvopar/poisalt_dvo_3e504a8b.csv,ok,468,22,1,modified_altitude,1,modified_altitude,1.0,True,0.5856488347053528,0.9989131689071655,1.0,0.01665528677403927,0.009568540379405022,
