csv_path,window_index,start_row,end_row_exclusive,predicted_label,predicted_label_name,prob_authentic,prob_modified_altitude,prob_modified_speed,prob_modified_position
poison/poisilo/datapoisiloseq/poisalt_ilo_3e32c266.csv,0,0,128,0,authentic,0.9462759494781494,0.007351935375481844,0.007348066195845604,0.039024002850055695
poison/poisilo/datapoisiloseq/poisalt_ilo_3e32c266.csv,1,16,144,0,authentic,0.93083256483078,0.01446139719337225,0.010867796838283539,0.04383827745914459
poison/poisilo/datapoisiloseq/poisalt_ilo_3e32c266.csv,2,32,160,0,authentic,0.9248087406158447,0.011942773126065731,0.010104256682097912,0.0531441792845726
poison/poisilo/datapoisiloseq/poisalt_ilo_3e32c266.csv,3,48,176,1,modified_altitude,0.02012721821665764,0.7012070417404175,0.27582603693008423,0.002839666325598955
poison/poisilo/datapoisiloseq/poisalt_ilo_3e32c266.csv,4,64,192,1,modified_altitude,2.1680881090446746e-08,0.9999678730964661,7.491937140002847e-06,2.464783756295219e-05
poison/poisilo/datapoisiloseq/poisalt_ilo_3e32c266.csv,5,80,208,1,modified_altitude,5.1628340713705256e-08,0.9998195171356201,4.939178325003013e-06,0.00017554909572936594
poison/poisilo/datapoisiloseq/poisalt_ilo_3e32c266.csv,6,96,224,1,modified_altitude,9.156627811535145e-08,0.9997603893280029,7.5654475040209945e-06,0.00023181542928796262
poison/poisilo/datapoisiloseq/poisalt_ilo_3e32c266.csv,7,112,240,1,modified_altitude,8.692974517998664e-08,0.9998090267181396,6.4960754571075086e-06,0.00018430507043376565
poison/poisilo/datapoisiloseq/poisalt_ilo_3e32c266.csv,8,128,256,1,modified_altitude,1.6268828062493412e-07,0.9995802640914917,5.799153768748511e-06,0.0004137020732741803
poison/poisilo/datapoisiloseq/poisalt_ilo_3e32c266.csv,9,144,272,1,modified_altitude,5.29889177869336e-07,0.9994325041770935,9.943341865437105e-06,0.0005570767098106444
poison/poisilo/datapoisiloseq/poisalt_ilo_3e32c266.csv,10,160,288,1,modified_altitude,1.8348575281379453e-07,0.9998116493225098,1.0370663403591607e-05,0.00017770985141396523
poison/poisilo/datapoisiloseq/poisalt_ilo_3e32c266.csv,11,176,304,1,modified_altitude,0.0008213510154746473,0.8942654728889465,0.00025932109565474093,0.10465387254953384
poison/poisilo/datapoisiloseq/poisalt_ilo_3e32c266.csv,12,192,320,0,authentic,0.9834064245223999,0.010422484017908573,0.002583305584266782,0.0035879090428352356
poison/poisilo/datapoisiloseq/poisalt_ilo_3e32c266.csv,13,208,336,0,authentic,0.9578566551208496,0.02658042311668396,0.005069028120487928,0.010493923909962177
poison/poisilo/datapoisiloseq/poisalt_ilo_3e346330.csv,0,0,128,0,authentic,0.9216695427894592,0.0049682133831083775,0.003633595770224929,0.06972872465848923
poison/poisilo/datapoisiloseq/poisalt_ilo_3e346330.csv,1,16,144,0,authentic,0.8899794816970825,0.008699626661837101,0.005839196965098381,0.09548172354698181
poison/poisilo/datapoisiloseq/poisalt_ilo_3e346330.csv,2,32,160,1,modified_altitude,8.702110676495067e-08,0.9980251789093018,4.936819095746614e-07,0.001974207116290927
poison/poisilo/datapoisiloseq/poisalt_ilo_3e346330.csv,3,48,176,1,modified_altitude,1.5384374546859036e-12,0.9999986886978149,4.63508698089754e-09,1.254730250366265e-06
poison/poisilo/datapoisiloseq/poisalt_ilo_3e346330.csv,4,64,192,1,modified_altitude,4.4154393682993565e-12,0.9999984502792358,1.590145259910969e-08,1.5600154483763617e-06
