csv_path,window_index,start_row,end_row_exclusive,predicted_label,predicted_label_name,prob_authentic,prob_modified_altitude,prob_modified_speed,prob_modified_position
poison/poisceb/datapoiscebpar/poisalt_ceb_3e31b26e.csv,0,0,128,1,modified_altitude,6.842065108925155e-11,0.9999995231628418,4.3596710952442663e-07,1.5192256341833854e-08
poison/poisceb/datapoiscebpar/poisalt_ceb_3e31b26e.csv,1,16,144,1,modified_altitude,1.1006318079154198e-10,0.9999994039535522,5.046451860835077e-07,4.650412321893782e-08
poison/poisceb/datapoiscebpar/poisalt_ceb_3e31b26e.csv,2,32,160,1,modified_altitude,1.8694040759825725e-10,0.9999991655349731,7.501762979700288e-07,8.222257008583256e-08
poison/poisceb/datapoiscebpar/poisalt_ceb_3e31b26e.csv,3,48,176,1,modified_altitude,2.465905812876201e-10,0.9999991655349731,7.060392590574338e-07,1.0471771361153515e-07
poison/poisceb/datapoiscebpar/poisalt_ceb_3e31b26e.csv,4,64,192,1,modified_altitude,8.461873424181476e-10,0.9999974966049194,2.3670963855693117e-06,1.4698005657010071e-07
poison/poisceb/datapoiscebpar/poisalt_ceb_3e31b26e.csv,5,80,208,1,modified_altitude,6.285337805778113e-10,0.9999983310699463,1.423939011147013e-06,2.1393792337676132e-07
poison/poisceb/datapoiscebpar/poisalt_ceb_3e31b26e.csv,6,96,224,1,modified_altitude,6.950199860078499e-10,0.999997615814209,2.2390925096260617e-06,1.5637176886684756e-07
poison/poisceb/datapoiscebpar/poisalt_ceb_3e31b26e.csv,7,112,240,1,modified_altitude,0.00012341520050540566,0.9873245358467102,0.012477773241698742,7.431565609294921e-05
poison/poisceb/datapoiscebpar/poisalt_ceb_3e31b26e.csv,8,128,256,0,authentic,0.9054654836654663,0.03424902632832527,0.026915481314063072,0.033369988203048706
poison/poisceb/datapoiscebpar/poisalt_ceb_3e31b26e.csv,9,144,272,0,authentic,0.9567438364028931,0.014037040993571281,0.012056941166520119,0.01716219261288643
poison/poisceb/datapoiscebpar/poisalt_ceb_3e31b26e.csv,10,160,288,0,authentic,0.9711676239967346,0.008135896176099777,0.006641427055001259,0.014055054634809494
poison/poisceb/datapoiscebpar/poisalt_ceb_3e31b26e.csv,11,176,304,0,authentic,0.9913849830627441,0.0036575316917151213,0.0020723403431475163,0.002885164925828576
poison/poisceb/datapoiscebpar/poisalt_ceb_3e31b26e.csv,12,192,320,0,authentic,0.9524310231208801,0.021929193288087845,0.011819347739219666,0.013820517808198929
poison/poisceb/datapoiscebpar/poisalt_ceb_3e31b26e.csv,13,208,336,0,authentic,0.9873695373535156,0.004250547382980585,0.0027868393808603287,0.005593127571046352
poison/poisceb/datapoiscebpar/poisalt_ceb_3e31b26e.csv,14,224,352,0,authentic,0.9856917858123779,0.0061895945109426975,0.003208502195775509,0.004910014569759369
poison/poisceb/datapoiscebpar/poisalt_ceb_3e31b26e.csv,15,240,368,0,authentic,0.9790084958076477,0.009709887206554413,0.004760098177939653,0.0065214806236326694
poison/poisceb/datapoiscebpar/poisalt_ceb_3e333998.csv,0,0,128,1,modified_altitude,3.463620178428134e-13,0.9999904632568359,9.013478158292898e-11,9.505385605734773e-06
poison/poisceb/datapoiscebpar/poisalt_ceb_3e333998.csv,1,16,144,1,modified_altitude,5.417414563821388e-13,0.9999814629554749,1.7311194144831177e-10,1.862251156126149e-05
poison/poisceb/datapoiscebpar/poisalt_ceb_3e333998.csv,2,32,160,1,modified_altitude,1.436105357896511e-12,0.9999681115150452,2.9635416343154475e-10,3.19300961564295e-05
poison/poisceb/datapoiscebpar/poisalt_ceb_3e333998.csv,3,48,176,1,modified_altitude,2.6651415449552296e-12,0.9999394416809082,3.600352516119898e-10,6.054351615603082e-05
poison/poisceb/datapoiscebpar/poisalt_ceb_3e333998.csv,4,64,192,1,modified_altitude,1.520981366028018e-12,0.9999588131904602,2.838266288662794e-10,4.118611468584277e-05
poison/poisceb/datapoiscebpar/poisalt_ceb_3e333998.csv,5,80,208,1,modified_altitude,3.957957850353466e-10,0.9997034072875977,1.4077652821242737e-08,0.0002965544699691236
poison/poisceb/datapoiscebpar/poisalt_ceb_3e333998.csv,6,96,224,3,modified_position,5.88243747188244e-05,0.3809908330440521,4.3790631025331095e-05,0.6189064979553223
poison/poisceb/datapoiscebpar/poisalt_ceb_3e333998.csv,7,112,240,0,authentic,0.8676309585571289,0.058033477514982224,0.028070058673620224,0.0462656170129776
poison/poisceb/datapoiscebpar/poisalt_ceb_3e333998.csv,8,128,256,0,authentic,0.9735397696495056,0.008175716735422611,0.005926265846937895,0.012358197942376137
poison/poisceb/datapoiscebpar/poisalt_ceb_3e333998.csv,9,144,272,0,authentic,0.9812949299812317,0.004972211085259914,0.0038530551828444004,0.009879915043711662
poison/poisceb/datapoiscebpar/poisalt_ceb_3e333998.csv,10,160,288,0,authentic,0.9890557527542114,0.0034466893412172794,0.0018345057033002377,0.005663072690367699
poison/poisceb/datapoiscebpar/poisalt_ceb_3e333998.csv,11,176,304,0,authentic,0.9920977354049683,0.003004232654348016,0.0012643884401768446,0.0036336591001600027
poison/poisceb/datapoiscebpar/poisalt_ceb_3e333998.csv,12,192,320,0,authentic,0.9873064756393433,0.0037562840152531862,0.0015949946828186512,0.007342294789850712
poison/poisceb/datapoiscebpar/poisalt_ceb_3e333998.csv,13,208,336,0,authentic,0.9936256408691406,0.0020094742067158222,0.0009018218843266368,0.0034629942383617163
poison/poisceb/datapoiscebpar/poisalt_ceb_3e3a6fe9.csv,0,0,128,1,modified_altitude,4.825107302166361e-16,1.0,1.944959991673212e-11,1.122110404594423e-08
poison/poisceb/datapoiscebpar/poisalt_ceb_3e3a6fe9.csv,1,16,144,1,modified_altitude,7.799751487651903e-16,1.0,4.2129771893328893e-11,1.1644046615799652e-08
poison/poisceb/datapoiscebpar/poisalt_ceb_3e3a6fe9.csv,2,32,160,1,modified_altitude,1.1902141691858925e-15,1.0,4.3510084424269735e-11,1.7867909818392036e-08
poison/poisceb/datapoiscebpar/poisalt_ceb_3e3a6fe9.csv,3,48,176,1,modified_altitude,1.3785411453378087e-15,1.0,9.787827492946377e-11,1.3676042520671672e-08
poison/poisceb/datapoiscebpar/poisalt_ceb_3e3a6fe9.csv,4,64,192,1,modified_altitude,1.4346321965005805e-15,1.0,1.4332136866190837e-10,7.865903484116643e-09
poison/poisceb/datapoiscebpar/poisalt_ceb_3e3a6fe9.csv,5,80,208,1,modified_altitude,2.6493634167073935e-15,1.0,1.8125813350255982e-10,1.7561157861223364e-08
