csv_path,status,rows,window_count,true_label,true_label_name,predicted_label,predicted_label_name,score,decision_scope,decision_reason,decision_window_count,attack_window_count,attack_window_fraction,correct_if_labeled,authentic_score_mean,authentic_score_max,modified_altitude_score_max,modified_speed_score_max,modified_position_score_max,all_authentic_score_max,all_modified_altitude_score_max,all_modified_speed_score_max,all_modified_position_score_max,error
poison/poisceb/datapoiscebpar/poisalt_ceb_3e31b26e.csv,ok,374,16,1,modified_altitude,1,modified_altitude,0.9999995231628418,all_windows,qualified_attack_window,16,8,0.5,True,0.48308664560317993,0.9913849830627441,0.9999995231628418,0.026915481314063072,0.033369988203048706,0.9913849830627441,0.9999995231628418,0.026915481314063072,0.033369988203048706,
poison/poisceb/datapoiscebpar/poisalt_ceb_3e333998.csv,ok,351,14,1,modified_altitude,1,modified_altitude,0.9999904632568359,all_windows,qualified_attack_window,14,7,0.5,True,0.4846150279045105,0.9936256408691406,0.9999904632568359,0.028070058673620224,0.6189064979553223,0.9936256408691406,0.9999904632568359,0.028070058673620224,0.6189064979553223,
poison/poisceb/datapoiscebpar/poisalt_ceb_3e3a6fe9.csv,ok,336,14,1,modified_altitude,1,modified_altitude,1.0,all_windows,qualified_attack_window,14,7,0.5,True,0.4917394518852234,0.9997840523719788,1.0,0.023314418271183968,0.027417398989200592,0.9997840523719788,1.0,0.023314418271183968,0.027417398989200592,
poison/poisceb/datapoiscebpar/poisalt_ceb_3e3af6b6.csv,ok,281,10,1,modified_altitude,1,modified_altitude,1.0,all_windows,qualified_attack_window,10,9,0.9,True,0.09677256643772125,0.9577934741973877,1.0,0.010337595827877522,0.019982481375336647,0.9577934741973877,1.0,0.010337595827877522,0.019982481375336647,
poison/poisceb/datapoiscebpar/poisalt_ceb_3e3d2ac0.csv,ok,332,13,1,modified_altitude,1,modified_altitude,1.0,all_windows,qualified_attack_window,13,9,0.6923076923076923,True,0.3009440004825592,0.9929885864257812,1.0,0.00399006949737668,0.04152882099151611,0.9929885864257812,1.0,0.00399006949737668,0.04152882099151611,
poison/poisceb/datapoiscebpar/poisalt_ceb_3e3d6a76.csv,ok,315,12,1,modified_altitude,1,modified_altitude,1.0,all_windows,qualified_attack_window,12,9,0.75,True,0.2462083250284195,0.9986377358436584,1.0,0.006488645914942026,0.05847225338220596,0.9986377358436584,1.0,0.006488645914942026,0.05847225338220596,
poison/poisceb/datapoiscebpar/poisalt_ceb_3e3d76da.csv,ok,280,10,1,modified_altitude,1,modified_altitude,1.0,all_windows,qualified_attack_window,10,6,0.6,True,0.38083210587501526,0.9845924973487854,1.0,0.01841101609170437,0.006528990343213081,0.9845924973487854,1.0,0.01841101609170437,0.006528990343213081,
poison/poisceb/datapoiscebpar/poisalt_ceb_3e40837d.csv,ok,505,24,1,modified_altitude,1,modified_altitude,0.9983192086219788,all_windows,qualified_attack_window,24,8,0.3333333333333333,True,0.6494052410125732,0.9941256046295166,0.9983192086219788,0.6901165246963501,0.020954042673110962,0.9941256046295166,0.9983192086219788,0.6901165246963501,0.020954042673110962,
poison/poisceb/datapoiscebpar/poisalt_ceb_3e493aea.csv,ok,304,12,1,modified_altitude,1,modified_altitude,0.9999777674674988,all_windows,qualified_attack_window,12,9,0.75,True,0.24781806766986847,0.9920085072517395,0.9999777674674988,0.006117470562458038,0.42573776841163635,0.9920085072517395,0.9999777674674988,0.006117470562458038,0.42573776841163635,
poison/poisceb/datapoiscebpar/poisalt_ceb_3e4bb0ba.csv,ok,379,16,1,modified_altitude,1,modified_altitude,0.9999998807907104,all_windows,qualified_attack_window,16,9,0.5625,True,0.42924872040748596,0.9906895756721497,0.9999998807907104,0.00537865562364459,0.015213802456855774,0.9906895756721497,0.9999998807907104,0.00537865562364459,0.015213802456855774,
poison/poisceb/datapoiscebpar/poisalt_ceb_3e501ab1.csv,ok,363,15,1,modified_altitude,1,modified_altitude,1.0,all_windows,qualified_attack_window,15,8,0.5333333333333333,True,0.381245881319046,0.987332284450531,1.0,0.07552140951156616,0.04704412445425987,0.987332284450531,1.0,0.07552140951156616,0.04704412445425987,
poison/poisceb/datapoiscebpar/poisalt_ceb_3e50b1fe.csv,ok,340,14,1,modified_altitude,1,modified_altitude,0.999902069568634,all_windows,qualified_attack_window,14,11,0.7857142857142857,True,0.2043246030807495,0.9644086956977844,0.999902069568634,0.015321311540901661,0.019389715045690536,0.9644086956977844,0.999902069568634,0.015321311540901661,0.019389715045690536,
poison/poisceb/datapoiscebpar/poisalt_ceb_3e53b807.csv,ok,338,14,1,modified_altitude,1,modified_altitude,1.0,all_windows,qualified_attack_window,14,9,0.6428571428571429,True,0.3531317412853241,0.9939278364181519,1.0,0.0059635634534060955,0.016025016084313393,0.9939278364181519,1.0,0.0059635634534060955,0.016025016084313393,
poison/poisceb/datapoiscebpar/poisalt_ceb_3e5425d4.csv,ok,368,16,1,modified_altitude,1,modified_altitude,1.0,all_windows,qualified_attack_window,16,9,0.5625,True,0.43328773975372314,0.9965239763259888,1.0,0.0056067053228616714,0.006643590051680803,0.9965239763259888,1.0,0.0056067053228616714,0.006643590051680803,
poison/poisceb/datapoiscebpar/poisalt_ceb_3e546be4.csv,ok,349,14,1,modified_altitude,1,modified_altitude,1.0,all_windows,qualified_attack_window,14,9,0.6428571428571429,True,0.2768714129924774,0.8664392232894897,1.0,0.06270568072795868,0.054336078464984894,0.8664392232894897,1.0,0.06270568072795868,0.054336078464984894,
poison/poisceb/datapoiscebpar/poisalt_ceb_3e579969.csv,ok,368,16,1,modified_altitude,1,modified_altitude,1.0,all_windows,qualified_attack_window,16,8,0.5,True,0.4454927444458008,0.9781495928764343,1.0,0.0443619005382061,0.017644112929701805,0.9781495928764343,1.0,0.0443619005382061,0.017644112929701805,
poison/poisceb/datapoiscebpar/poisalt_ceb_3e5f3e78.csv,ok,331,13,1,modified_altitude,1,modified_altitude,1.0,all_windows,qualified_attack_window,13,7,0.5384615384615384,True,0.44387370347976685,0.9878019690513611,1.0,0.021633200347423553,0.012868016958236694,0.9878019690513611,1.0,0.021633200347423553,0.012868016958236694,
poison/poisceb/datapoiscebpar/poisalt_ceb_3e66722b.csv,ok,274,10,1,modified_altitude,1,modified_altitude,0.9986935257911682,all_windows,qualified_attack_window,10,7,0.7,True,0.29818734526634216,0.9952396154403687,0.9986935257911682,0.0077153099700808525,0.006623172666877508,0.9952396154403687,0.9986935257911682,0.0077153099700808525,0.006623172666877508,
poison/poisceb/datapoiscebpar/poisalt_ceb_3e68cadd.csv,ok,325,13,1,modified_altitude,1,modified_altitude,0.9999998807907104,all_windows,qualified_attack_window,13,7,0.5384615384615384,True,0.4146345257759094,0.9529060125350952,0.9999998807907104,0.05080314725637436,0.06558449566364288,0.9529060125350952,0.9999998807907104,0.05080314725637436,0.06558449566364288,
poison/poisceb/datapoiscebpar/poisalt_ceb_3e6c9276.csv,ok,369,16,1,modified_altitude,1,modified_altitude,1.0,all_windows,qualified_attack_window,16,10,0.625,True,0.3621465861797333,0.9884682297706604,1.0,0.021008946001529694,0.018196003511548042,0.9884682297706604,1.0,0.021008946001529694,0.018196003511548042,
poison/poisceb/datapoiscebpar/poisalt_ceb_3e6d4241.csv,ok,327,13,1,modified_altitude,1,modified_altitude,1.0,all_windows,qualified_attack_window,13,8,0.6153846153846154,True,0.3736386001110077,0.9882341027259827,1.0,0.011483786627650261,0.010120825842022896,0.9882341027259827,1.0,0.011483786627650261,0.010120825842022896,
poison/poisceb/datapoiscebpar/poisalt_ceb_3e703572.csv,ok,324,13,1,modified_altitude,1,modified_altitude,1.0,all_windows,qualified_attack_window,13,6,0.46153846153846156,True,0.525226891040802,0.9978902339935303,1.0,0.022634750232100487,0.026474878191947937,0.9978902339935303,1.0,0.022634750232100487,0.026474878191947937,
poison/poisceb/datapoiscebpar/poisalt_ceb_3e7480bb.csv,ok,313,12,1,modified_altitude,1,modified_altitude,0.9999972581863403,all_windows,qualified_attack_window,12,10,0.8333333333333334,True,0.16021393239498138,0.9761993288993835,0.9999972581863403,0.22724592685699463,0.030667703598737717,0.9761993288993835,0.9999972581863403,0.22724592685699463,0.030667703598737717,
poison/poisceb/datapoiscebpar/poisalt_ceb_3e77701f.csv,ok,410,18,1,modified_altitude,1,modified_altitude,1.0,all_windows,qualified_attack_window,18,8,0.4444444444444444,True,0.541213870048523,0.9948910474777222,1.0,0.01269778423011303,0.02713817171752453,0.9948910474777222,1.0,0.01269778423011303,0.02713817171752453,
poison/poisceb/datapoiscebpar/poisalt_ceb_3e8c2986.csv,ok,379,16,1,modified_altitude,1,modified_altitude,0.9999998807907104,all_windows,qualified_attack_window,16,8,0.5,True,0.4908583164215088,0.9945688247680664,0.9999998807907104,0.0106209060177207,0.015443610958755016,0.9945688247680664,0.9999998807907104,0.0106209060177207,0.015443610958755016,
poison/poisceb/datapoiscebpar/poisalt_ceb_3e8fc79a.csv,ok,297,11,1,modified_altitude,1,modified_altitude,1.0,all_windows,qualified_attack_window,11,10,0.9090909090909091,True,0.07791706919670105,0.8549759984016418,1.0,0.08622622489929199,0.08299650996923447,0.8549759984016418,1.0,0.08622622489929199,0.08299650996923447,
poison/poisceb/datapoiscebpar/poisalt_ceb_3e92469e.csv,ok,325,13,1,modified_altitude,1,modified_altitude,1.0,all_windows,qualified_attack_window,13,7,0.5384615384615384,True,0.44682663679122925,0.9854045510292053,1.0,0.012836729176342487,0.023066101595759392,0.9854045510292053,1.0,0.012836729176342487,0.023066101595759392,
poison/poisceb/datapoiscebpar/poisalt_ceb_3e9395bd.csv,ok,294,11,1,modified_altitude,1,modified_altitude,0.9991438388824463,all_windows,qualified_attack_window,11,7,0.6363636363636364,True,0.3306540250778198,0.9500729441642761,0.9991438388824463,0.039034176617860794,0.031437911093235016,0.9500729441642761,0.9991438388824463,0.039034176617860794,0.031437911093235016,
poison/poisceb/datapoiscebpar/poisalt_ceb_3e93b2d9.csv,ok,306,12,1,modified_altitude,1,modified_altitude,1.0,all_windows,qualified_attack_window,12,9,0.75,True,0.24393314123153687,0.9791128635406494,1.0,0.007110356818884611,0.011217305436730385,0.9791128635406494,1.0,0.007110356818884611,0.011217305436730385,
poison/poisceb/datapoiscebpar/poisalt_ceb_3e9641ad.csv,ok,368,16,1,modified_altitude,1,modified_altitude,1.0,all_windows,qualified_attack_window,16,9,0.5625,True,0.43409448862075806,0.9984278082847595,1.0,0.00494570704177022,0.006696621887385845,0.9984278082847595,1.0,0.00494570704177022,0.006696621887385845,
poison/poisceb/datapoiscebpar/poisalt_ceb_3e9af3eb.csv,ok,380,16,1,modified_altitude,1,modified_altitude,1.0,all_windows,qualified_attack_window,16,8,0.5,True,0.4824773073196411,0.9934359788894653,1.0,0.02621644362807274,0.06174253299832344,0.9934359788894653,1.0,0.02621644362807274,0.06174253299832344,
poison/poisceb/datapoiscebpar/poisalt_ceb_3e9b47c3.csv,ok,356,15,1,modified_altitude,1,modified_altitude,0.9968223571777344,all_windows,qualified_attack_window,15,8,0.5333333333333333,True,0.45507270097732544,0.9729087352752686,0.9968223571777344,0.15144436061382294,0.025867585092782974,0.9729087352752686,0.9968223571777344,0.15144436061382294,0.025867585092782974,
poison/poisceb/datapoiscebpar/poisalt_ceb_3e9f288f.csv,ok,396,17,1,modified_altitude,1,modified_altitude,1.0,all_windows,qualified_attack_window,17,11,0.6470588235294118,True,0.3505200445652008,0.9711868166923523,1.0,0.038760699331760406,0.018216023221611977,0.9711868166923523,1.0,0.038760699331760406,0.018216023221611977,
