csv_path,status,rows,window_count,true_label,true_label_name,predicted_label,predicted_label_name,score,decision_scope,decision_reason,decision_window_count,attack_window_count,attack_window_fraction,correct_if_labeled,authentic_score_mean,authentic_score_max,modified_altitude_score_max,modified_speed_score_max,modified_position_score_max,all_authentic_score_max,all_modified_altitude_score_max,all_modified_speed_score_max,all_modified_position_score_max,error
poison/poisdvo/datapoisdvoseq/poisalt_dvo_3e370e18.csv,ok,482,23,1,modified_altitude,1,modified_altitude,0.9403617978096008,all_windows,qualified_attack_window,23,8,0.34782608695652173,True,0.569833517074585,0.9958366751670837,0.9403617978096008,0.19125156104564667,0.4773579239845276,0.9958366751670837,0.9403617978096008,0.19125156104564667,0.4773579239845276,
poison/poisdvo/datapoisdvoseq/poisalt_dvo_3e391fa0.csv,ok,474,22,1,modified_altitude,1,modified_altitude,0.9998916387557983,all_windows,qualified_attack_window,22,7,0.3181818181818182,True,0.633344829082489,0.9928420782089233,0.9998916387557983,0.10805922746658325,0.7318612933158875,0.9928420782089233,0.9998916387557983,0.10805922746658325,0.7318612933158875,
poison/poisdvo/datapoisdvoseq/poisalt_dvo_3e3ba4fe.csv,ok,435,20,1,modified_altitude,1,modified_altitude,0.5357110500335693,all_windows,qualified_attack_window,20,3,0.15,True,0.7356301546096802,0.9989286065101624,0.5357110500335693,0.28206658363342285,0.2435055822134018,0.9989286065101624,0.5357110500335693,0.28206658363342285,0.2435055822134018,
poison/poisdvo/datapoisdvoseq/poisalt_dvo_3e3d863f.csv,ok,342,14,1,modified_altitude,1,modified_altitude,0.9999997615814209,all_windows,qualified_attack_window,14,9,0.6428571428571429,True,0.3530310094356537,0.9940109848976135,0.9999997615814209,0.005586203187704086,0.003906013909727335,0.9940109848976135,0.9999997615814209,0.005586203187704086,0.003906013909727335,
poison/poisdvo/datapoisdvoseq/poisalt_dvo_3e4760d4.csv,ok,428,19,1,modified_altitude,1,modified_altitude,0.6497347354888916,all_windows,qualified_attack_window,19,8,0.42105263157894735,True,0.5241119861602783,0.9898058772087097,0.6497347354888916,0.4619891345500946,0.19007337093353271,0.9898058772087097,0.6497347354888916,0.4619891345500946,0.19007337093353271,
poison/poisdvo/datapoisdvoseq/poisalt_dvo_3e47d77e.csv,ok,337,14,1,modified_altitude,1,modified_altitude,0.9999679923057556,all_windows,qualified_attack_window,14,8,0.5714285714285714,True,0.3989260494709015,0.997302770614624,0.9999679923057556,0.32421815395355225,0.07943232357501984,0.997302770614624,0.9999679923057556,0.32421815395355225,0.07943232357501984,
poison/poisdvo/datapoisdvoseq/poisalt_dvo_3e4a8242.csv,ok,472,22,1,modified_altitude,1,modified_altitude,0.9994155764579773,all_windows,qualified_attack_window,22,8,0.36363636363636365,True,0.6081357598304749,0.9979181289672852,0.9994155764579773,0.03772711381316185,0.04331285133957863,0.9979181289672852,0.9994155764579773,0.03772711381316185,0.04331285133957863,
poison/poisdvo/datapoisdvoseq/poisalt_dvo_3e4d4177.csv,ok,352,15,1,modified_altitude,1,modified_altitude,0.8949600458145142,all_windows,qualified_attack_window,15,8,0.5333333333333333,True,0.45081230998039246,0.9895087480545044,0.8949600458145142,0.663029134273529,0.07258596271276474,0.9895087480545044,0.8949600458145142,0.663029134273529,0.07258596271276474,
poison/poisdvo/datapoisdvoseq/poisalt_dvo_3e4fdc93.csv,ok,425,19,1,modified_altitude,1,modified_altitude,0.9998458027839661,all_windows,qualified_attack_window,19,11,0.5789473684210527,True,0.41498449444770813,0.9929391145706177,0.9998458027839661,0.1828337460756302,0.9873242974281311,0.9929391145706177,0.9998458027839661,0.1828337460756302,0.9873242974281311,
poison/poisdvo/datapoisdvoseq/poisalt_dvo_3e504a8b.csv,ok,468,22,1,modified_altitude,1,modified_altitude,0.9999996423721313,all_windows,qualified_attack_window,22,9,0.4090909090909091,True,0.5722647905349731,0.998694121837616,0.9999996423721313,0.11927078664302826,0.01294203195720911,0.998694121837616,0.9999996423721313,0.11927078664302826,0.01294203195720911,
poison/poisdvo/datapoisdvoseq/poisalt_dvo_3e554ba2.csv,ok,354,15,1,modified_altitude,3,modified_position,0.7470074892044067,all_windows,qualified_attack_window,15,8,0.5333333333333333,False,0.4423975348472595,0.9850178956985474,0.7284989953041077,0.2626841962337494,0.7470074892044067,0.9850178956985474,0.7284989953041077,0.2626841962337494,0.7470074892044067,
poison/poisdvo/datapoisdvoseq/poisalt_dvo_3e5a02ef.csv,ok,362,15,1,modified_altitude,1,modified_altitude,0.9999170899391174,all_windows,qualified_attack_window,15,9,0.6,True,0.3915037512779236,0.9999926090240479,0.9999170899391174,0.31016576290130615,0.2131701558828354,0.9999926090240479,0.9999170899391174,0.31016576290130615,0.2131701558828354,
poison/poisdvo/datapoisdvoseq/poisalt_dvo_3e5e9ef1.csv,ok,347,14,1,modified_altitude,1,modified_altitude,0.9999978542327881,all_windows,qualified_attack_window,14,8,0.5714285714285714,True,0.4014873206615448,0.9772738814353943,0.9999978542327881,0.039589088410139084,0.02170468680560589,0.9772738814353943,0.9999978542327881,0.039589088410139084,0.02170468680560589,
poison/poisdvo/datapoisdvoseq/poisalt_dvo_3e6343a9.csv,ok,417,19,1,modified_altitude,2,modified_speed,0.7811851501464844,all_windows,qualified_attack_window,19,8,0.42105263157894735,False,0.5502124428749084,0.983474612236023,0.5446081757545471,0.7811851501464844,0.09041141718626022,0.983474612236023,0.5446081757545471,0.7811851501464844,0.09041141718626022,
